"","title","code","type","last update of data","last table structure change","data start","data end","values","table_w_code"
"5115","Triadic patent families by earliest priority year","pat_td_ntot","dataset","09.01.2017","09.01.2017","1977","2012",NA,"Triadic patent families by earliest priority year (pat_td_ntot)"
"5116","European Union trade mark (EUTM) applications","ipr_ta_tot","dataset","21.03.2019","21.03.2019","1996","2016",NA,"European Union trade mark (EUTM) applications (ipr_ta_tot)"
"5117","European Union trade mark (EUTM) applications by class (Nice classification)","ipr_ta_cl","dataset","21.03.2019","21.03.2019","1996","2016",NA,"European Union trade mark (EUTM) applications by class (Nice classification) (ipr_ta_cl)"
"5118","European Union trade mark (EUTM) applications by number of classes","ipr_ta_cln","dataset","29.11.2016","29.11.2016","1996","2016",NA,"European Union trade mark (EUTM) applications by number of classes (ipr_ta_cln)"
"5119","European Union trade mark (EUTM) applications by nature of the trade mark","ipr_ta_ntr","dataset","29.11.2016","29.11.2016","1996","2016",NA,"European Union trade mark (EUTM) applications by nature of the trade mark (ipr_ta_ntr)"
"5120","European Union trade mark (EUTM) applications by type of the trade mark","ipr_ta_typ","dataset","21.03.2019","21.03.2019","1996","2016",NA,"European Union trade mark (EUTM) applications by type of the trade mark (ipr_ta_typ)"
"5121","European Union trade marks (EUTM) by status of the application","ipr_ta_sta","dataset","29.11.2016","29.11.2016","1996","2016",NA,"European Union trade marks (EUTM) by status of the application (ipr_ta_sta)"
"5122","European Union trade mark (EUTM) applications per billion GDP","ipr_ta_gdp","dataset","30.11.2016","19.01.2017","1996","2015",NA,"European Union trade mark (EUTM) applications per billion GDP (ipr_ta_gdp)"
"5123","European Union trade mark (EUTM) applications per million population","ipr_ta_pop","dataset","29.11.2016","15.04.2016","1996","2015",NA,"European Union trade mark (EUTM) applications per million population (ipr_ta_pop)"
"5124","Community design (CD) applications","ipr_da_tot","dataset","29.11.2016","29.11.2016","2003","2016",NA,"Community design (CD) applications (ipr_da_tot)"
"5125","Community design (CD) applications by type of design","ipr_da_typ","dataset","21.03.2019","21.03.2019","2003","2016",NA,"Community design (CD) applications by type of design (ipr_da_typ)"
"5126","Community design (CD) applications per billion GDP","ipr_da_gdp","dataset","30.11.2016","19.01.2017","2003","2015",NA,"Community design (CD) applications per billion GDP (ipr_da_gdp)"
"5127","Community design (CD) applications per million population","ipr_da_pop","dataset","29.11.2016","13.06.2016","2003","2015",NA,"Community design (CD) applications per million population (ipr_da_pop)"
"5128","Community designs (CD) filed","ipr_dfa_tot","dataset","29.11.2016","29.11.2016","2003","2016",NA,"Community designs (CD) filed (ipr_dfa_tot)"
"5129","Registered Community designs (RCD)","ipr_dr_tot","dataset","29.11.2016","29.11.2016","2003","2016",NA,"Registered Community designs (RCD) (ipr_dr_tot)"
"5130","Households - reasons for not having internet access at home","isoc_pibi_rni","dataset","03.07.2019","13.03.2019","2005","2017",NA,"Households - reasons for not having internet access at home (isoc_pibi_rni)"
"5131","Individuals - devices used to access the internet","isoc_ci_dev_i","dataset","03.07.2019","13.03.2019","2016","2018",NA,"Individuals - devices used to access the internet (isoc_ci_dev_i)"
"5132","Individuals - internet activities using smart TV","isoc_ci_stv_i","dataset","03.07.2019","13.03.2019","2016","2016",NA,"Individuals - internet activities using smart TV (isoc_ci_stv_i)"
"5133","Individuals - collaborative economy","isoc_ci_ce_i","dataset","03.07.2019","13.03.2019","2017","2018",NA,"Individuals - collaborative economy (isoc_ci_ce_i)"
"5134","Consumers' behaviour related to online purchases","isoc_ec_ibhv","dataset","03.07.2019","13.03.2019","2016","2016",NA,"Consumers' behaviour related to online purchases (isoc_ec_ibhv)"
"5135","Financial activities over the internet","isoc_ec_ifi","dataset","03.07.2019","13.03.2019","2016","2018",NA,"Financial activities over the internet (isoc_ec_ifi)"
"5136","Problems experienced when using e-government websites (2013)","isoc_ciegi_pb","dataset","03.07.2019","13.03.2019","2013","2013",NA,"Problems experienced when using e-government websites (2013) (isoc_ciegi_pb)"
"5137","User satisfaction about use of e-government websites (2013)","isoc_ciegi_sat","dataset","03.07.2019","13.03.2019","2013","2013",NA,"User satisfaction about use of e-government websites (2013) (isoc_ciegi_sat)"
"5138","Other methods of contacting public authorities or services (2013)","isoc_ciegi_om","dataset","03.07.2019","13.03.2019","2013","2013",NA,"Other methods of contacting public authorities or services (2013) (isoc_ciegi_om)"
"5139","Identification procedures used for online services","isoc_cisci_ip","dataset","03.07.2019","13.03.2019","2018","2018",NA,"Identification procedures used for online services (isoc_cisci_ip)"
"5140","Trust, security and privacy - smartphones","isoc_cisci_sp","dataset","03.07.2019","13.03.2019","2018","2018",NA,"Trust, security and privacy - smartphones (isoc_cisci_sp)"
"5141","Privacy and protection of personal information","isoc_cisci_prv","dataset","03.07.2019","13.03.2019","2015","2016",NA,"Privacy and protection of personal information (isoc_cisci_prv)"
"5142","Use of ICT at work and activities performed","isoc_iw_ap","dataset","03.07.2019","13.03.2019","2018","2018",NA,"Use of ICT at work and activities performed (isoc_iw_ap)"
"5143","Impact of ICT on tasks and skills","isoc_iw_imp","dataset","03.07.2019","13.03.2019","2018","2018",NA,"Impact of ICT on tasks and skills (isoc_iw_imp)"
"5144","Work from home, from an external site or on the move","isoc_iw_hem","dataset","03.07.2019","13.03.2019","2018","2018",NA,"Work from home, from an external site or on the move (isoc_iw_hem)"
"5145","Summary of EU aggregates","isoc_ci_eu_en2","dataset","13.05.2019","20.03.2019","2009","2018",NA,"Summary of EU aggregates (isoc_ci_eu_en2)"
"5146","E-commerce purchases","isoc_ec_ebuyn2","dataset","13.05.2019","20.03.2019","2009","2018",NA,"E-commerce purchases (isoc_ec_ebuyn2)"
"5147","E-commerce sales","isoc_ec_eseln2","dataset","13.05.2019","13.05.2019","2009","2018",NA,"E-commerce sales (isoc_ec_eseln2)"
"5148","Value of e-commerce sales","isoc_ec_evaln2","dataset","13.05.2019","13.05.2019","2009","2018",NA,"Value of e-commerce sales (isoc_ec_evaln2)"
"5149","Obstacles for web sales","isoc_ec_wsobs_n2","dataset","13.05.2019","20.03.2019","2013","2017",NA,"Obstacles for web sales (isoc_ec_wsobs_n2)"
"5150","Internet access","isoc_ci_in_en2","dataset","13.05.2019","20.03.2019","2009","2018",NA,"Internet access (isoc_ci_in_en2)"
"5151","Use of computers and the internet by employees","isoc_ci_cm_pn2","dataset","13.05.2019","20.03.2019","2009","2018",NA,"Use of computers and the internet by employees (isoc_ci_cm_pn2)"
"5152","Type of connections to the internet","isoc_ci_it_en2","dataset","13.05.2019","20.03.2019","2009","2018",NA,"Type of connections to the internet (isoc_ci_it_en2)"
"5153","Use of mobile connections to the internet","isoc_cimobe_use","dataset","13.05.2019","20.03.2019","2012","2018",NA,"Use of mobile connections to the internet (isoc_cimobe_use)"
"5154","Use of mobile connections to the internet by employees","isoc_cimobp_use","dataset","13.05.2019","20.03.2019","2012","2018",NA,"Use of mobile connections to the internet by employees (isoc_cimobp_use)"
"5155","Websites and functionalities","isoc_ciweb","dataset","13.05.2019","20.03.2019","2009","2018",NA,"Websites and functionalities (isoc_ciweb)"
"5156","Social media use by type, internet advertising","isoc_cismt","dataset","05.08.2019","05.08.2019","2013","2018",NA,"Social media use by type, internet advertising (isoc_cismt)"
"5157","Social media use by purpose","isoc_cismp","dataset","13.05.2019","20.03.2019","2013","2017",NA,"Social media use by purpose (isoc_cismp)"
"5158","Integration of internal processes","isoc_eb_iip","dataset","13.05.2019","20.03.2019","2009","2017",NA,"Integration of internal processes (isoc_eb_iip)"
"5159","Integration with customers/suppliers, supply chain management","isoc_eb_ics","dataset","13.05.2019","20.03.2019","2009","2018",NA,"Integration with customers/suppliers, supply chain management (isoc_eb_ics)"
"5160","Cloud computing services","isoc_cicce_use","dataset","13.05.2019","20.03.2019","2014","2018",NA,"Cloud computing services (isoc_cicce_use)"
"5161","Big data analysis","isoc_eb_bd","dataset","13.05.2019","20.03.2019","2016","2018",NA,"Big data analysis (isoc_eb_bd)"
"5162","3D printing and robotics","isoc_eb_p3d","dataset","13.05.2019","20.03.2019","2018","2018",NA,"3D printing and robotics (isoc_eb_p3d)"
"5163","Security policy: risks addressed and staff awareness","isoc_cisce_ra","dataset","13.05.2019","20.03.2019","2010","2015",NA,"Security policy: risks addressed and staff awareness (isoc_cisce_ra)"
"5164","Security incidents and consequences","isoc_cisce_ic","dataset","13.05.2019","20.03.2019","2010","2010",NA,"Security incidents and consequences (isoc_cisce_ic)"
"5165","Individuals' level of digital skills","isoc_sk_dskl_i","dataset","03.07.2019","03.07.2019","2015","2017",NA,"Individuals' level of digital skills (isoc_sk_dskl_i)"
"5166","Enterprises that employ ICT specialists","isoc_ske_itspen2","dataset","13.05.2019","20.03.2019","2012","2018",NA,"Enterprises that employ ICT specialists (isoc_ske_itspen2)"
"5167","Enterprises that recruited or tried to recruit ICT specialists","isoc_ske_itrcrn2","dataset","13.05.2019","20.03.2019","2012","2018",NA,"Enterprises that recruited or tried to recruit ICT specialists (isoc_ske_itrcrn2)"
"5168","Enterprises - ICT functions performed","isoc_ske_fct","dataset","30.07.2019","20.03.2019","2015","2018",NA,"Enterprises - ICT functions performed (isoc_ske_fct)"
"5169","Employed ICT specialists - total","isoc_sks_itspt","dataset","08.08.2019","08.08.2019","2004","2018",NA,"Employed ICT specialists - total (isoc_sks_itspt)"
"5170","Employed ICT specialists by sex","isoc_sks_itsps","dataset","08.08.2019","08.08.2019","2004","2018",NA,"Employed ICT specialists by sex (isoc_sks_itsps)"
"5171","Employed ICT specialists by educational attainment level","isoc_sks_itspe","dataset","08.08.2019","08.08.2019","2004","2018",NA,"Employed ICT specialists by educational attainment level (isoc_sks_itspe)"
"5172","Employed ICT specialists by age","isoc_sks_itspa","dataset","08.08.2019","08.08.2019","2004","2018",NA,"Employed ICT specialists by age (isoc_sks_itspa)"
"5173","Enterprises that provided training to develop/upgrade ICT skills of their personnel","isoc_ske_ittn2","dataset","13.05.2019","20.03.2019","2012","2018",NA,"Enterprises that provided training to develop/upgrade ICT skills of their personnel (isoc_ske_ittn2)"
"5174","Persons with ICT education by labour status","isoc_ski_itemp","dataset","08.08.2019","08.08.2019","2004","2018",NA,"Persons with ICT education by labour status (isoc_ski_itemp)"
"5175","Employed persons with ICT education by sex","isoc_ski_itsex","dataset","08.08.2019","08.08.2019","2004","2018",NA,"Employed persons with ICT education by sex (isoc_ski_itsex)"
"5176","Employed persons with ICT education by educational attainment level","isoc_ski_itedu","dataset","08.08.2019","08.08.2019","2004","2018",NA,"Employed persons with ICT education by educational attainment level (isoc_ski_itedu)"
"5177","Employed persons with ICT education by age","isoc_ski_itage","dataset","08.08.2019","08.08.2019","2004","2018",NA,"Employed persons with ICT education by age (isoc_ski_itage)"
"5178","Percentage of the ICT sector in GDP","isoc_bde15ag","dataset","01.08.2019","01.08.2019","2008","2017",NA,"Percentage of the ICT sector in GDP (isoc_bde15ag)"
"5179","Percentage of the ICT personnel in total employment","isoc_bde15ap","dataset","01.08.2019","01.08.2019","2008","2017",NA,"Percentage of the ICT personnel in total employment (isoc_bde15ap)"
"5180","Percentage change of value added by ICT sector at current prices","isoc_bde15av","dataset","01.08.2019","01.08.2019","2008","2017",NA,"Percentage change of value added by ICT sector at current prices (isoc_bde15av)"
"5181","Business expenditure on R&D (BERD) in ICT sector as % of total R&D expenditure by NACE Rev. 2 activity","isoc_bde15ar2","dataset","01.08.2019","06.05.2019","2005","2017",NA,"Business expenditure on R&D (BERD) in ICT sector as % of total R&D expenditure by NACE Rev. 2 activity (isoc_bde15ar2)"
"5182","R&D personnel in ICT sector as % of total R&D personnel by NACE Rev. 2 activity","isoc_ic_biper2","dataset","01.08.2019","14.06.2019","2005","2017",NA,"R&D personnel in ICT sector as % of total R&D personnel by NACE Rev. 2 activity (isoc_ic_biper2)"
"5183","Problems experienced when using cloud services","isoc_cicci_pb","dataset","03.07.2019","13.03.2019","2014","2014",NA,"Problems experienced when using cloud services (isoc_cicci_pb)"
"5184","Awareness about cloud services and reasons for non-use","isoc_cicci_awobs","dataset","03.07.2019","13.03.2019","2014","2014",NA,"Awareness about cloud services and reasons for non-use (isoc_cicci_awobs)"
"5185","Digital single market - promoting e-commerce for businesses","isoc_bdek_sme","dataset","13.05.2019","20.03.2019","2009","2018",NA,"Digital single market - promoting e-commerce for businesses (isoc_bdek_sme)"
"5186","Broadband and connectivity - persons employed","isoc_bde15b_p","dataset","13.05.2019","20.03.2019","2009","2018",NA,"Broadband and connectivity - persons employed (isoc_bde15b_p)"
"5187","Broadband and connectivity - enterprises","isoc_bde15b_e","dataset","13.05.2019","20.03.2019","2010","2018",NA,"Broadband and connectivity - enterprises (isoc_bde15b_e)"
"5188","Integration of internal processes","isoc_bde15dip","dataset","13.05.2019","20.03.2019","2009","2017",NA,"Integration of internal processes (isoc_bde15dip)"
"5189","Integration with customers/suppliers and SCM","isoc_bde15disc","dataset","13.05.2019","20.03.2019","2009","2018",NA,"Integration with customers/suppliers and SCM (isoc_bde15disc)"
"5190","Key technologies for the internet of things","isoc_bde15dth","dataset","13.05.2019","20.03.2019","2009","2017",NA,"Key technologies for the internet of things (isoc_bde15dth)"
"5191","E-commerce, customer relation management (CRM) and secure transactions","isoc_bde15dec","dataset","13.05.2019","20.03.2019","2009","2018",NA,"E-commerce, customer relation management (CRM) and secure transactions (isoc_bde15dec)"
"5192","Enterprises using the internet for interacting with public authorities","isoc_bde15ee","dataset","13.05.2019","20.03.2019","2009","2013",NA,"Enterprises using the internet for interacting with public authorities (isoc_bde15ee)"
"5193","Animal populations by NUTS 2 regions","tgs00045","table","12.07.2019","12.07.2019","2007","2018",NA,"Animal populations by NUTS 2 regions (tgs00045)"
"5194","Production of cow's milk on farms by NUTS 2 regions","tgs00046","table","08.08.2019","08.08.2019","2007","2018",NA,"Production of cow's milk on farms by NUTS 2 regions (tgs00046)"
"5195","Population on 1 January","tps00001","table","01.08.2019","01.08.2019","2008","2019",NA,"Population on 1 January (tps00001)"
"5196","Population change by NUTS 2 region - Crude rates of total change, natural change and net migration plus adjustment","tgs00099","table","19.07.2019","19.07.2019","2006","2017",NA,"Population change by NUTS 2 region - Crude rates of total change, natural change and net migration plus adjustment (tgs00099)"
"5197","Population density by NUTS 2 region","tgs00024","table","02.08.2019","02.08.2019","2006","2017",NA,"Population density by NUTS 2 region (tgs00024)"
"5198","Total and land area by NUTS 2 region","tgs00002","table","10.05.2019","10.05.2019","2004","2015",NA,"Total and land area by NUTS 2 region (tgs00002)"
"5199","Population on 1 January by NUTS 2 region","tgs00096","table","12.06.2019","12.06.2019","2007","2018",NA,"Population on 1 January by NUTS 2 region (tgs00096)"
"5200","Live births by NUTS 2 region","tgs00097","table","10.05.2019","10.05.2019","2006","2017",NA,"Live births by NUTS 2 region (tgs00097)"
"5201","Deaths by NUTS 2 region","tgs00098","table","10.05.2019","10.05.2019","2006","2017",NA,"Deaths by NUTS 2 region (tgs00098)"
"5202","Total fertility rate by NUTS 2 region","tgs00100","table","10.05.2019","10.05.2019","2006","2017",NA,"Total fertility rate by NUTS 2 region (tgs00100)"
"5203","Life expectancy at birth by sex and NUTS 2 region","tgs00101","table","10.05.2019","10.05.2019","2006","2017",NA,"Life expectancy at birth by sex and NUTS 2 region (tgs00101)"
"5204","Regional gross domestic product by NUTS 2 regions - million EUR","tgs00003","table","01.08.2019","01.08.2019","2006","2017",NA,"Regional gross domestic product by NUTS 2 regions - million EUR (tgs00003)"
"5205","Regional gross domestic product (million PPS) by NUTS 2 regions","tgs00004","table","01.08.2019","01.08.2019","2006","2017",NA,"Regional gross domestic product (million PPS) by NUTS 2 regions (tgs00004)"
"5206","Regional gross domestic product (PPS per inhabitant) by NUTS 2 regions","tgs00005","table","01.08.2019","01.08.2019","2006","2017",NA,"Regional gross domestic product (PPS per inhabitant) by NUTS 2 regions (tgs00005)"
"5207","Regional gross domestic product (PPS per inhabitant in % of the EU28 average) by NUTS 2 regions","tgs00006","table","01.08.2019","01.08.2019","2006","2017",NA,"Regional gross domestic product (PPS per inhabitant in % of the EU28 average) by NUTS 2 regions (tgs00006)"
"5208","Real growth rate of regional gross value added (GVA) at basic prices by NUTS 2 regions","tgs00037","table","16.07.2019","16.07.2019","2006","2017",NA,"Real growth rate of regional gross value added (GVA) at basic prices by NUTS 2 regions (tgs00037)"
"5209","Disposable income of private households by NUTS 2 regions","tgs00026","table","16.07.2019","16.07.2019","2006","2017",NA,"Disposable income of private households by NUTS 2 regions (tgs00026)"
"5210","Primary income of private households by NUTS 2 regions","tgs00036","table","16.07.2019","16.07.2019","2006","2017",NA,"Primary income of private households by NUTS 2 regions (tgs00036)"
"5211","Tertiary educational attainment, age group 30-34 by sex and NUTS 1 regions","tgs00105","table","01.07.2019","01.07.2019","2007","2018",NA,"Tertiary educational attainment, age group 30-34 by sex and NUTS 1 regions (tgs00105)"
"5212","Tertiary educational attainment, age group 25-64 by sex and NUTS 2 regions","tgs00109","table","01.07.2019","01.07.2019","2007","2018",NA,"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 regions (tgs00109)"
"5213","Early leavers from education and training by sex and NUTS 1 regions","tgs00106","table","01.07.2019","01.07.2019","2007","2018",NA,"Early leavers from education and training by sex and NUTS 1 regions (tgs00106)"
"5214","Human resources in science and technology (HRST) by NUTS 2 regions","tgs00038","table","08.08.2019","08.08.2019","2007","2018",NA,"Human resources in science and technology (HRST) by NUTS 2 regions (tgs00038)"
"5215","Employment in high-tech sectors by NUTS 2 regions","tgs00039","table","08.08.2019","08.08.2019","2008","2018",NA,"Employment in high-tech sectors by NUTS 2 regions (tgs00039)"
"5216","Patent applications to the European patent office (EPO) by priority year by NUTS 2 regions","tgs00040","table","24.10.2018","24.10.2018","2001","2012",NA,"Patent applications to the European patent office (EPO) by priority year by NUTS 2 regions (tgs00040)"
"5217","High-tech patent applications to the European patent office (EPO) by priority year by NUTS 2 regions","tgs00041","table","24.10.2018","24.10.2018","2001","2012",NA,"High-tech patent applications to the European patent office (EPO) by priority year by NUTS 2 regions (tgs00041)"
"5218","Intramural R&D expenditure (GERD) by NUTS 2 regions","tgs00042","table","21.06.2019","21.06.2019","2005","2016",NA,"Intramural R&D expenditure (GERD) by NUTS 2 regions (tgs00042)"
"5219","Researchers, all sectors by NUTS 2 regions","tgs00043","table","26.06.2019","26.06.2019","2005","2016",NA,"Researchers, all sectors by NUTS 2 regions (tgs00043)"
"5220","All causes of death by NUTS 2 regions","tgs00057","table","19.03.2019","19.03.2019","1999","2010",NA,"All causes of death by NUTS 2 regions (tgs00057)"
"5221","Death due to cancer by NUTS 2 regions","tgs00058","table","19.03.2019","19.03.2019","1999","2010",NA,"Death due to cancer by NUTS 2 regions (tgs00058)"
"5222","Death due to ischaemic heart diseases by NUTS 2 regions","tgs00059","table","19.03.2019","19.03.2019","1999","2010",NA,"Death due to ischaemic heart diseases by NUTS 2 regions (tgs00059)"
"5223","Death due to accidents by NUTS 2 regions","tgs00060","table","19.03.2019","19.03.2019","1999","2010",NA,"Death due to accidents by NUTS 2 regions (tgs00060)"
"5224","Death due to transport accidents by NUTS 2 regions","tgs00061","table","19.03.2019","19.03.2019","1999","2010",NA,"Death due to transport accidents by NUTS 2 regions (tgs00061)"
"5225","Physicians or doctors by NUTS 2 regions","tgs00062","table","14.03.2019","14.03.2019","2005","2016",NA,"Physicians or doctors by NUTS 2 regions (tgs00062)"
"5226","Dentists by NUTS 2 regions","tgs00063","table","14.03.2019","14.03.2019","2005","2016",NA,"Dentists by NUTS 2 regions (tgs00063)"
"5227","Available beds in hospitals by NUTS 2 regions","tgs00064","table","14.03.2019","14.03.2019","2005","2016",NA,"Available beds in hospitals by NUTS 2 regions (tgs00064)"
"5228","Nights spent at tourist accommodation establishments by NUTS 2 regions","tgs00111","table","18.07.2019","18.07.2019","2007","2018",NA,"Nights spent at tourist accommodation establishments by NUTS 2 regions (tgs00111)"
"5229","Number of establishments and bed-places by NUTS 2 regions","tgs00112","table","18.07.2019","18.07.2019","2007","2018",NA,"Number of establishments and bed-places by NUTS 2 regions (tgs00112)"
"5230","Maritime transport of passengers by NUTS 2 regions","tgs00075","table","04.06.2019","04.06.2019","2005","2016",NA,"Maritime transport of passengers by NUTS 2 regions (tgs00075)"
"5231","Maritime transport of freight by NUTS 2 regions","tgs00076","table","04.06.2019","04.06.2019","2005","2016",NA,"Maritime transport of freight by NUTS 2 regions (tgs00076)"
"5232","Air transport of passengers by NUTS 2 regions","tgs00077","table","05.06.2019","05.06.2019","2006","2017",NA,"Air transport of passengers by NUTS 2 regions (tgs00077)"
"5233","Air transport of freight by NUTS 2 regions","tgs00078","table","04.06.2019","04.06.2019","2005","2017",NA,"Air transport of freight by NUTS 2 regions (tgs00078)"
"5234","Rail network by NUTS 2 regions","tgs00113","table","20.05.2019","20.05.2019","2006","2017",NA,"Rail network by NUTS 2 regions (tgs00113)"
"5235","Motorways network by NUTS 2 regions","tgs00114","table","20.05.2019","20.05.2019","2006","2017",NA,"Motorways network by NUTS 2 regions (tgs00114)"
"5236","Employment rate of the age group 15-64 by NUTS 2 regions","tgs00007","table","08.08.2019","08.08.2019","2007","2018",NA,"Employment rate of the age group 15-64 by NUTS 2 regions (tgs00007)"
"5237","Employment rate of the age group 55-64  by NUTS 2 regions","tgs00054","table","08.08.2019","08.08.2019","2007","2018",NA,"Employment rate of the age group 55-64  by NUTS 2 regions (tgs00054)"
"5238","Employment rate of the age group 20-64 by NUTS 2 regions","tgs00102","table","08.08.2019","08.08.2019","2007","2018",NA,"Employment rate of the age group 20-64 by NUTS 2 regions (tgs00102)"
"5239","Unemployment rate by NUTS 2 regions","tgs00010","table","08.08.2019","08.08.2019","2007","2018",NA,"Unemployment rate by NUTS 2 regions (tgs00010)"
"5240","Long-term unemployment rate (12 months and more) by NUTS 2 regions","tgs00053","table","08.08.2019","08.08.2019","2007","2018",NA,"Long-term unemployment rate (12 months and more) by NUTS 2 regions (tgs00053)"
"5241","Households that have internet access at home by NUTS 2 regions","tgs00047","table","03.07.2019","03.07.2019","2007","2018",NA,"Households that have internet access at home by NUTS 2 regions (tgs00047)"
"5242","Households that have broadband access by NUTS 2 regions","tgs00048","table","03.07.2019","03.07.2019","2007","2018",NA,"Households that have broadband access by NUTS 2 regions (tgs00048)"
"5243","Percentage of households with broadband access in relation to households with internet access, by NUTS 2 regions","tgs00049","table","03.07.2019","03.07.2019","2007","2018",NA,"Percentage of households with broadband access in relation to households with internet access, by NUTS 2 regions (tgs00049)"
"5244","Individuals regularly using the internet by NUTS 2 regions","tgs00050","table","03.07.2019","03.07.2019","2007","2018",NA,"Individuals regularly using the internet by NUTS 2 regions (tgs00050)"
"5245","Individuals who have never used a computer by NUTS 2 regions","tgs00051","table","03.07.2019","03.07.2019","2006","2017",NA,"Individuals who have never used a computer by NUTS 2 regions (tgs00051)"
"5246","Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions","tgs00052","table","03.07.2019","03.07.2019","2007","2018",NA,"Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions (tgs00052)"
"5247","Population connected to wastewater collection and treatment systems by NUTS 2 regions","tgs00110","table","24.10.2018","24.10.2018","2002","2013",NA,"Population connected to wastewater collection and treatment systems by NUTS 2 regions (tgs00110)"
"5248","At-risk-of-poverty rate by NUTS 2 regions","tgs00103","table","17.07.2019","17.07.2019","2007","2018",NA,"At-risk-of-poverty rate by NUTS 2 regions (tgs00103)"
"5249","Severe material deprivation rate by NUTS 2 regions","tgs00104","table","17.07.2019","17.07.2019","2007","2018",NA,"Severe material deprivation rate by NUTS 2 regions (tgs00104)"
"5250","People at risk of poverty or social exclusion by NUTS 2 regions","tgs00107","table","17.07.2019","17.07.2019","2007","2018",NA,"People at risk of poverty or social exclusion by NUTS 2 regions (tgs00107)"
"5251","People living in households with very low work intensity by NUTS 2 regions (population aged 0 to 59 years)","tgs00108","table","17.07.2019","17.07.2019","2007","2018",NA,"People living in households with very low work intensity by NUTS 2 regions (population aged 0 to 59 years) (tgs00108)"
"5252","Total population, Candidate countries and potential candidates","tgs00027","table","01.08.2019","01.08.2019","2008","2019",NA,"Total population, Candidate countries and potential candidates (tgs00027)"
"5253","Gross domestic product, Candidate countries and potential candidates","tgs00028","table","02.08.2019","02.08.2019","2007","2018",NA,"Gross domestic product, Candidate countries and potential candidates (tgs00028)"
"5254","Productivity of artificial land","t2020_rd100","table","02.08.2019","02.08.2019","2009","2015",NA,"Productivity of artificial land (t2020_rd100)"
"5255","Built-up areas","t2020_rd110","table","24.10.2018","26.02.2019","2009","2015",NA,"Built-up areas (t2020_rd110)"
"5256","Gross domestic product at market prices","tec00001","table","02.08.2019","02.08.2019","2007","2018",NA,"Gross domestic product at market prices (tec00001)"
"5257","Compensation of employees","tec00013","table","02.08.2019","02.08.2019","2007","2018",NA,"Compensation of employees (tec00013)"
"5258","Taxes on production and imports less subsidies","tec00016","table","02.08.2019","02.08.2019","2007","2018",NA,"Taxes on production and imports less subsidies (tec00016)"
"5259","Final consumption expenditure of households and non-profit institutions serving households","tec00009","table","02.08.2019","02.08.2019","2007","2018",NA,"Final consumption expenditure of households and non-profit institutions serving households (tec00009)"
"5260","Final consumption expenditure of general government","tec00010","table","02.08.2019","02.08.2019","2007","2018",NA,"Final consumption expenditure of general government (tec00010)"
"5261","Gross fixed capital formation (investments)","tec00011","table","02.08.2019","02.08.2019","2007","2018",NA,"Gross fixed capital formation (investments) (tec00011)"
"5262","Goods and services, imports and exports","tec00110","table","02.08.2019","02.08.2019","2007","2018",NA,"Goods and services, imports and exports (tec00110)"
"5263","GDP per capita in PPS","tec00114","table","01.08.2019","01.08.2019","2007","2018",NA,"GDP per capita in PPS (tec00114)"
"5264","Real GDP growth rate - volume","tec00115","table","02.08.2019","02.08.2019","2007","2018",NA,"Real GDP growth rate - volume (tec00115)"
"5265","Exports of goods and services in % of GDP","tet00003","table","02.08.2019","02.08.2019","2007","2018",NA,"Exports of goods and services in % of GDP (tet00003)"
"5266","Imports of goods and services in % of GDP","tet00004","table","02.08.2019","02.08.2019","2007","2018",NA,"Imports of goods and services in % of GDP (tet00004)"
"5267","Real GDP per capita","sdg_08_10","table","01.08.2019","01.08.2019","2000","2018",NA,"Real GDP per capita (sdg_08_10)"
"5268","Nominal labour productivity per person employed (ESA 2010)","tec00116","table","02.08.2019","02.08.2019","2007","2018",NA,"Nominal labour productivity per person employed (ESA 2010) (tec00116)"
"5269","Nominal unit labour cost growth - (ESA 2010)","tec00130","table","02.08.2019","02.08.2019","2007","2018",NA,"Nominal unit labour cost growth - (ESA 2010) (tec00130)"
"5270","Employment, domestic concept - Total","tec00112","table","01.08.2019","01.08.2019","2007","2018",NA,"Employment, domestic concept - Total (tec00112)"
"5271","Final consumption expenditure of households, by consumption purpose","tec00134","table","08.08.2019","08.08.2019","1990","2018",NA,"Final consumption expenditure of households, by consumption purpose (tec00134)"
"5272","Gross domestic product, current prices","teina010","table","09.08.2019","09.08.2019","2016Q3","2019Q2",NA,"Gross domestic product, current prices (teina010)"
"5273","Final consumption expenditure of households and NPISH, current prices","teina020","table","09.08.2019","09.08.2019","2016Q3","2019Q2",NA,"Final consumption expenditure of households and NPISH, current prices (teina020)"
"5274","Government final consumption expenditure, current prices","teina030","table","09.08.2019","09.08.2019","2016Q3","2019Q2",NA,"Government final consumption expenditure, current prices (teina030)"
"5275","Gross fixed capital formation, current prices","teina040","table","09.08.2019","09.08.2019","2016Q3","2019Q2",NA,"Gross fixed capital formation, current prices (teina040)"
"5276","Gross domestic product, volumes","teina011","table","09.08.2019","09.08.2019","2016Q3","2019Q2",NA,"Gross domestic product, volumes (teina011)"
"5277","Final consumption expenditure of households and NPISH, volumes","teina021","table","09.08.2019","09.08.2019","2016Q3","2019Q2",NA,"Final consumption expenditure of households and NPISH, volumes (teina021)"
